cidade,semana,tmedia,tmax,tmin,chuva,mes,ano
Campina Grande,2008-10-12T00:00:00Z,24.566666666666666,30.6,19.5,9.5,10,2008
Campina Grande,2008-10-19T00:00:00Z,25.34285714285714,31.3,19.4,0.4,10,2008
Campina Grande,2008-10-26T00:00:00Z,25.6,31.6,19.3,0,10,2008
Campina Grande,2008-11-02T00:00:00Z,25.633333333333333,31.1,20,0.4,11,2008
Campina Grande,2008-11-09T00:00:00Z,25.65714285714286,32,20.5,0,11,2008
Campina Grande,2008-11-16T00:00:00Z,25.995238095238093,32,19.6,0.8,11,2008
Campina Grande,2008-11-23T00:00:00Z,26.20952380952381,31.6,19.9,0,11,2008
Campina Grande,2008-11-30T00:00:00Z,26.685714285714287,33.6,20.3,0,11,2008
Campina Grande,2008-12-07T00:00:00Z,25.64761904761905,31.8,20.3,5.9,12,2008
Campina Grande,2008-12-14T00:00:00Z,26.28095238095238,32,20.1,0,12,2008
Campina Grande,2008-12-21T00:00:00Z,26.2,32.4,21,1.9,12,2008
Campina Grande,2008-12-28T00:00:00Z,26.41904761904762,32.5,20.4,0,12,2008
Campina Grande,2009-01-04T00:00:00Z,26.423809523809524,32,20.5,0,1,2009
Campina Grande,2009-01-11T00:00:00Z,26.238095238095237,32.4,20.6,31.4,1,2009
Campina Grande,2009-01-18T00:00:00Z,26.355555555555554,33,19.6,0,1,2009
Campina Grande,2009-01-25T00:00:00Z,25.81904761904762,32.3,20.9,12.7,1,2009
Campina Grande,2009-02-01T00:00:00Z,24.995238095238093,30.7,20.3,55.6,2,2009
Campina Grande,2009-02-08T00:00:00Z,25.7,31.4,21.3,11,2,2009
Campina Grande,2009-02-15T00:00:00Z,24.614285714285714,30.1,20.7,79,2,2009
Campina Grande,2009-02-22T00:00:00Z,24.152380952380952,30.6,19.5,99,2,2009
Campina Grande,2009-03-01T00:00:00Z,24.65714285714286,29.5,20.5,29.099999999999998,3,2009
Campina Grande,2009-03-08T00:00:00Z,25.742857142857144,30.2,20.8,0,3,2009
Campina Grande,2009-03-15T00:00:00Z,25.423809523809524,30.1,21.6,12,3,2009
Campina Grande,2009-03-22T00:00:00Z,25.83809523809524,31,21.4,3.6,3,2009
Campina Grande,2009-03-29T00:00:00Z,26.223809523809525,31.4,21.4,0.5,3,2009
Campina Grande,2009-04-05T00:00:00Z,26.066666666666666,32,21,1.3,4,2009
Campina Grande,2009-04-12T00:00:00Z,24.085714285714285,29.3,20.8,68,4,2009
Campina Grande,2009-04-19T00:00:00Z,24.742857142857144,29,20.6,69.3,4,2009
Campina Grande,2009-04-26T00:00:00Z,24.938095238095237,29.8,21.2,14.1,4,2009
Campina Grande,2009-05-03T00:00:00Z,24.966666666666665,29.5,20.3,11.8,5,2009
Campina Grande,2009-05-10T00:00:00Z,24.49047619047619,29.9,21.3,2.5,5,2009
Campina Grande,2009-05-17T00:00:00Z,23.704761904761906,29.2,20.5,46,5,2009
Campina Grande,2009-05-24T00:00:00Z,23.590476190476192,28,20,29.5,5,2009
Campina Grande,2009-05-31T00:00:00Z,23.047619047619047,27.5,19.7,70.9,5,2009
Campina Grande,2009-06-07T00:00:00Z,23.36190476190476,27.4,19,44.9,6,2009
Campina Grande,2009-06-14T00:00:00Z,23.447619047619046,27.4,18.5,8.6,6,2009
Campina Grande,2009-06-21T00:00:00Z,22.79047619047619,27.9,18.4,24.7,6,2009
Campina Grande,2009-06-28T00:00:00Z,22.7,27.3,18.1,45.6,6,2009
Campina Grande,2009-07-05T00:00:00Z,21.985714285714288,26.6,18.1,50.4,7,2009
Campina Grande,2009-07-12T00:00:00Z,22.38095238095238,27.1,19.3,12.8,7,2009
Campina Grande,2009-07-19T00:00:00Z,22.69047619047619,27.2,19.4,47.6,7,2009
Campina Grande,2009-07-26T00:00:00Z,22.65714285714286,27.9,17.3,9.5,7,2009
Campina Grande,2009-08-02T00:00:00Z,22.261904761904763,27.1,19,34.8,8,2009
Campina Grande,2009-08-09T00:00:00Z,22.271428571428572,27.3,17.2,27.099999999999998,8,2009
Campina Grande,2009-08-16T00:00:00Z,22.833333333333332,27.6,17.1,11.6,8,2009
Campina Grande,2009-08-23T00:00:00Z,23.10952380952381,27.9,18.6,55.9,8,2009
Campina Grande,2009-08-30T00:00:00Z,23.50952380952381,27.9,16.6,0.1,8,2009
Campina Grande,2009-09-06T00:00:00Z,23.409523809523808,28.6,19.3,12.2,9,2009
Campina Grande,2009-09-13T00:00:00Z,23.46666666666667,29.5,18.6,6.5,9,2009
Campina Grande,2009-09-20T00:00:00Z,24.504761904761903,29.6,19.1,1.4,9,2009
Campina Grande,2009-09-27T00:00:00Z,24.97142857142857,30.9,19.3,1,9,2009
Campina Grande,2009-10-04T00:00:00Z,25.004761904761903,31,19.3,0,10,2009
Campina Grande,2009-10-11T00:00:00Z,25.047619047619047,30.8,20,0,10,2009
Campina Grande,2009-10-18T00:00:00Z,25.376190476190477,30.9,20,0.3,10,2009
Campina Grande,2009-10-25T00:00:00Z,25.233333333333334,32,19.5,0.1,10,2009
Campina Grande,2009-11-01T00:00:00Z,25.909523809523808,31.8,20.5,0.1,11,2009
Campina Grande,2009-11-08T00:00:00Z,25.357142857142858,31.6,20.3,4,11,2009
Campina Grande,2009-11-15T00:00:00Z,25.233333333333334,32.2,19.9,0.1,11,2009
Campina Grande,2009-11-22T00:00:00Z,25.6,31.7,19.6,1.7,11,2009
Campina Grande,2009-11-29T00:00:00Z,25.447619047619046,31.2,20.6,0.3,11,2009
Campina Grande,2009-12-06T00:00:00Z,26.204761904761906,32,20.3,0.1,12,2009
Campina Grande,2009-12-13T00:00:00Z,25.82857142857143,32.2,20.9,6.6000000000000005,12,2009
Campina Grande,2009-12-20T00:00:00Z,25.676190476190477,31.8,20.9,12.399999999999999,12,2009
Campina Grande,2009-12-27T00:00:00Z,26.461904761904762,33.2,21.3,0,12,2009
Campina Grande,2010-01-03T00:00:00Z,25.533333333333335,31.4,21.2,4.7,1,2010
Campina Grande,2010-01-10T00:00:00Z,25.60952380952381,32.1,21.3,0.2,1,2010
Campina Grande,2010-01-17T00:00:00Z,24.20952380952381,31,20.5,69.3,1,2010
Campina Grande,2010-01-24T00:00:00Z,26.06190476190476,31.2,21.2,3.8,1,2010
Campina Grande,2010-01-31T00:00:00Z,26.023809523809522,32.1,21.4,1.2,1,2010
Campina Grande,2010-02-07T00:00:00Z,26.042857142857144,32.2,20.4,10.9,2,2010
Campina Grande,2010-02-14T00:00:00Z,25.847619047619048,31.3,21.5,2.5,2,2010
Campina Grande,2010-02-21T00:00:00Z,26.952380952380953,32.9,22.1,0,2,2010
Campina Grande,2010-02-28T00:00:00Z,27.97142857142857,34.1,22,0,2,2010
Campina Grande,2010-03-07T00:00:00Z,28.152380952380952,34.6,21.9,0,3,2010
Campina Grande,2010-03-14T00:00:00Z,26.514285714285716,33,20.8,0.2,3,2010
Campina Grande,2010-03-21T00:00:00Z,25.804761904761907,32.7,21.1,12.600000000000001,3,2010
Campina Grande,2010-03-28T00:00:00Z,26.785714285714285,32.5,22.6,8.4,3,2010
Campina Grande,2010-04-04T00:00:00Z,26,32.4,22.6,24.5,4,2010
Campina Grande,2010-04-11T00:00:00Z,26.033333333333335,31.8,21.3,12.9,4,2010
Campina Grande,2010-04-18T00:00:00Z,25.928571428571427,30.7,20.8,44.6,4,2010
Campina Grande,2010-04-25T00:00:00Z,26.104761904761904,31.8,21.3,7.7,4,2010
Campina Grande,2010-05-02T00:00:00Z,25.69047619047619,31.4,20.3,8.3,5,2010
Campina Grande,2010-05-09T00:00:00Z,25.895238095238096,32.3,20.6,15.1,5,2010
Campina Grande,2010-05-16T00:00:00Z,25.576190476190476,31.1,20,3.4,5,2010
Campina Grande,2010-05-23T00:00:00Z,25.78888888888889,31.2,21.2,0.3,5,2010
Campina Grande,2010-05-30T00:00:00Z,25.752380952380953,32,20.8,62.1,5,2010
Campina Grande,2010-06-06T00:00:00Z,24.85238095238095,29.2,19.6,1.2,6,2010
Campina Grande,2010-06-13T00:00:00Z,22.6,26.7,19.3,139.29999999999998,6,2010
Campina Grande,2010-06-20T00:00:00Z,23.34285714285714,27.8,19.3,15.3,6,2010
Campina Grande,2010-06-27T00:00:00Z,22.64761904761905,26.9,17.2,15.6,6,2010
Campina Grande,2010-07-04T00:00:00Z,22.847619047619048,27.1,17.3,15.3,7,2010
Campina Grande,2010-07-11T00:00:00Z,22.78095238095238,27.1,18.1,7.3999999999999995,7,2010
Campina Grande,2010-07-18T00:00:00Z,22.228571428571428,26.3,17.1,8.200000000000001,7,2010
Campina Grande,2010-07-25T00:00:00Z,21.36190476190476,27,18.1,11.2,7,2010
Campina Grande,2010-08-01T00:00:00Z,21.428571428571427,26.7,16.1,45.4,8,2010
Campina Grande,2010-08-08T00:00:00Z,21.804761904761904,27.3,17.1,15.7,8,2010
Campina Grande,2010-08-15T00:00:00Z,22.54285714285714,28.2,16.9,0.1,8,2010
Campina Grande,2010-08-22T00:00:00Z,22.052380952380954,28.2,17.9,21.7,8,2010
Campina Grande,2010-08-29T00:00:00Z,22.590476190476192,27.3,18.8,15,8,2010
Campina Grande,2010-09-05T00:00:00Z,22.62857142857143,28.1,17.1,11.9,9,2010
Campina Grande,2010-09-12T00:00:00Z,23.057142857142857,28.8,18.1,20.6,9,2010
Campina Grande,2010-09-19T00:00:00Z,23.823809523809523,28.9,18.1,3.8,9,2010
Campina Grande,2010-09-26T00:00:00Z,24.933333333333334,32.2,19.5,0.2,9,2010
Campina Grande,2010-10-03T00:00:00Z,25.766666666666666,32.7,18.6,0,10,2010
Campina Grande,2010-10-10T00:00:00Z,25.576190476190476,31.3,20.3,0,10,2010
Campina Grande,2010-10-17T00:00:00Z,25.69047619047619,32.8,20,14.799999999999999,10,2010
Campina Grande,2010-10-24T00:00:00Z,24.928571428571427,31.2,20.8,1.2,10,2010
Campina Grande,2010-10-31T00:00:00Z,25.804761904761904,31.9,20.3,3.3,10,2010
Campina Grande,2010-11-07T00:00:00Z,25.60952380952381,32,19.6,0.4,11,2010
Campina Grande,2010-11-14T00:00:00Z,26.46666666666667,32.6,20.3,0,11,2010
Campina Grande,2010-11-21T00:00:00Z,26.142857142857142,33.1,20.3,0.3,11,2010
Campina Grande,2010-11-28T00:00:00Z,26.176190476190477,32.2,20.3,0,11,2010
Campina Grande,2010-12-05T00:00:00Z,25.96666666666667,32.3,20.4,0,12,2010
Campina Grande,2010-12-12T00:00:00Z,25.485714285714288,33.4,20.4,22.2,12,2010
Campina Grande,2010-12-19T00:00:00Z,25.61904761904762,31.3,21,15,12,2010
Campina Grande,2010-12-26T00:00:00Z,26.30952380952381,32.6,20.5,0,12,2010
Campina Grande,2011-01-02T00:00:00Z,25.495238095238097,32.8,20.4,0.6,1,2011
Campina Grande,2011-01-09T00:00:00Z,25.31904761904762,31.9,19.5,13,1,2011
Campina Grande,2011-01-16T00:00:00Z,25.37142857142857,32,20.9,0.6,1,2011
Campina Grande,2011-01-23T00:00:00Z,24.066666666666666,30.9,20.1,37.9,1,2011
Campina Grande,2011-01-30T00:00:00Z,26.257142857142856,31.5,21.5,3.6999999999999997,1,2011
Campina Grande,2011-02-06T00:00:00Z,26.723809523809525,32.2,21.3,0,2,2011
Campina Grande,2011-02-13T00:00:00Z,25.623809523809523,32,19.5,81.2,2,2011
Campina Grande,2011-02-20T00:00:00Z,25,31,21.3,48.4,2,2011
Campina Grande,2011-02-27T00:00:00Z,25.314285714285713,30.5,20.6,115.4,2,2011
Campina Grande,2011-03-06T00:00:00Z,25.266666666666666,30.4,20.5,6.1,3,2011
Campina Grande,2011-03-13T00:00:00Z,26,31.7,20.5,11.1,3,2011
Campina Grande,2011-03-20T00:00:00Z,26.266666666666666,31.6,21.2,10.2,3,2011
Campina Grande,2011-03-27T00:00:00Z,26.13809523809524,32.1,21.8,2.9,3,2011
Campina Grande,2011-04-03T00:00:00Z,26.21904761904762,32.1,21.3,17.1,4,2011
Campina Grande,2011-04-10T00:00:00Z,24.304761904761904,29.4,20.5,28.4,4,2011
Campina Grande,2011-04-17T00:00:00Z,23.53333333333333,29.1,20.3,41.800000000000004,4,2011
Campina Grande,2011-04-24T00:00:00Z,24.67142857142857,31.1,20.3,92.19999999999999,4,2011
Campina Grande,2011-05-01T00:00:00Z,23.33809523809524,28.3,19.3,191.9,5,2011
Campina Grande,2011-05-08T00:00:00Z,23.314285714285713,27.7,18.8,30.3,5,2011
Campina Grande,2011-05-15T00:00:00Z,23.357142857142858,29,19.9,114.8,5,2011
Campina Grande,2011-05-22T00:00:00Z,23.285714285714285,27,19.3,6.7,5,2011
Campina Grande,2011-05-29T00:00:00Z,23.176190476190477,27.8,19.3,32,5,2011
Campina Grande,2011-06-05T00:00:00Z,23.1,27.9,18.6,8.8,6,2011
Campina Grande,2011-06-12T00:00:00Z,22.271428571428572,27.1,17.1,64.7,6,2011
Campina Grande,2011-06-19T00:00:00Z,22.742857142857144,26.7,19.1,21,6,2011
Campina Grande,2011-06-26T00:00:00Z,22.55238095238095,27,18.6,22.3,6,2011
Campina Grande,2011-07-03T00:00:00Z,22.15714285714286,26.7,17.6,94.8,7,2011
Campina Grande,2011-07-10T00:00:00Z,21.176190476190477,26,17.1,91.5,7,2011
Campina Grande,2011-07-17T00:00:00Z,21.52857142857143,25.7,17,121.6,7,2011
Campina Grande,2011-07-24T00:00:00Z,21.228571428571428,26.4,17.4,15.3,7,2011
Campina Grande,2011-07-31T00:00:00Z,22.676190476190474,27.6,17.1,28,7,2011
Campina Grande,2011-08-07T00:00:00Z,22.114285714285714,27.2,17.3,8,8,2011
Campina Grande,2011-08-14T00:00:00Z,22.095238095238095,27,17.8,11.1,8,2011
Campina Grande,2011-08-21T00:00:00Z,21.714285714285715,26.7,17.4,64.1,8,2011
Campina Grande,2011-08-28T00:00:00Z,22.804761904761904,27.6,18.1,1.8,8,2011
Campina Grande,2011-09-04T00:00:00Z,22.87142857142857,28,17.4,0.4,9,2011
Campina Grande,2011-09-11T00:00:00Z,23.152380952380952,28.1,17.9,1.6,9,2011
Campina Grande,2011-09-18T00:00:00Z,23.004761904761903,28.5,17.1,2.1,9,2011
Campina Grande,2011-09-25T00:00:00Z,24.452380952380953,30.2,19.1,0,9,2011
Campina Grande,2011-10-02T00:00:00Z,24.18095238095238,29.9,18.1,0.5,10,2011
Campina Grande,2011-10-09T00:00:00Z,24.61904761904762,30.4,19,0.4,10,2011
Campina Grande,2011-10-16T00:00:00Z,24.176190476190477,29.7,19.3,6.5,10,2011
Campina Grande,2011-10-23T00:00:00Z,25.052380952380954,30.7,19.4,0,10,2011
Campina Grande,2011-10-30T00:00:00Z,25.30952380952381,31.4,20.5,0,10,2011
Campina Grande,2011-11-06T00:00:00Z,25.16190476190476,31,20.1,5.6000000000000005,11,2011
Campina Grande,2011-11-13T00:00:00Z,24.80952380952381,30.7,20.5,17.1,11,2011
Campina Grande,2011-11-20T00:00:00Z,25.419047619047618,31.1,19.3,0,11,2011
Campina Grande,2011-11-27T00:00:00Z,25.185714285714287,31.5,19.9,2.4,11,2011
Campina Grande,2011-12-04T00:00:00Z,25.166666666666668,32.4,19.6,8.6,12,2011
Campina Grande,2011-12-11T00:00:00Z,25.771428571428572,31.5,20.3,0,12,2011
Campina Grande,2011-12-18T00:00:00Z,25.795238095238094,32.2,19.6,2.2,12,2011
Campina Grande,2011-12-25T00:00:00Z,25.642857142857142,32.1,20.3,8.7,12,2011
Campina Grande,2012-01-01T00:00:00Z,25.942857142857143,32.6,21,0,1,2012
Campina Grande,2012-01-08T00:00:00Z,25.395238095238096,31.3,20.3,6.199999999999999,1,2012
Campina Grande,2012-01-15T00:00:00Z,24.757142857142856,32,19.3,5.8,1,2012
Campina Grande,2012-01-22T00:00:00Z,22.98095238095238,29.4,19.3,55.4,1,2012
Campina Grande,2012-01-29T00:00:00Z,24.50952380952381,32.8,19.4,4.2,1,2012
Campina Grande,2012-02-05T00:00:00Z,25.48095238095238,32.9,20.1,4.5,2,2012
Campina Grande,2012-02-12T00:00:00Z,24.409523809523808,30.9,20.7,24.4,2,2012
Campina Grande,2012-02-19T00:00:00Z,24.4,29.1,20.3,63.6,2,2012
Campina Grande,2012-02-26T00:00:00Z,25.061904761904763,30.2,20.3,7,2,2012
Campina Grande,2012-03-04T00:00:00Z,25.7,31.1,20.5,0.4,3,2012
Campina Grande,2012-03-11T00:00:00Z,24.871428571428574,30.7,20.3,10.7,3,2012
Campina Grande,2012-03-18T00:00:00Z,25.704761904761906,32.7,20.7,0,3,2012
Campina Grande,2012-03-25T00:00:00Z,25.65714285714286,32.3,20.9,2.7,3,2012
Campina Grande,2012-04-01T00:00:00Z,25.571428571428573,31.8,21,0.6,4,2012
Campina Grande,2012-04-08T00:00:00Z,25.638095238095236,31.5,20.5,1.9,4,2012
Campina Grande,2012-04-15T00:00:00Z,26.2,32.4,20.5,2.5,4,2012
Campina Grande,2012-04-22T00:00:00Z,26.3,32,18.6,0,4,2012
Campina Grande,2012-04-29T00:00:00Z,25.504761904761907,31.6,20.3,1.9,4,2012
Campina Grande,2012-05-06T00:00:00Z,24.89047619047619,31.3,19.1,0.4,5,2012
Campina Grande,2012-05-13T00:00:00Z,25.733333333333334,32,20.6,0.5,5,2012
Campina Grande,2012-05-20T00:00:00Z,23.466666666666665,30.6,20.3,37.3,5,2012
Campina Grande,2012-05-27T00:00:00Z,24.01904761904762,29.6,20.3,18.200000000000003,5,2012
Campina Grande,2012-06-03T00:00:00Z,24.11904761904762,29,19.1,4.7,6,2012
Campina Grande,2012-06-10T00:00:00Z,23.357142857142858,29.1,18.5,4.9,6,2012
Campina Grande,2012-06-17T00:00:00Z,23.038095238095238,29.3,19.1,75.6,6,2012
Campina Grande,2012-06-24T00:00:00Z,21.466666666666665,27.6,17.9,127.9,6,2012
Campina Grande,2012-07-01T00:00:00Z,21.419047619047618,31.7,17.2,36.4,7,2012
Campina Grande,2012-07-08T00:00:00Z,21.89047619047619,27,18.6,42.1,7,2012
Campina Grande,2012-07-15T00:00:00Z,22.7,27.4,17.4,6,7,2012
Campina Grande,2012-07-22T00:00:00Z,22.39047619047619,27.1,17.6,12.2,7,2012
Campina Grande,2012-07-29T00:00:00Z,21.86190476190476,26.6,17,7.800000000000001,7,2012
Campina Grande,2012-08-05T00:00:00Z,22.695238095238096,27.9,17.3,1,8,2012
Campina Grande,2012-08-12T00:00:00Z,22.261904761904763,27.5,17.3,7,8,2012
Campina Grande,2012-08-19T00:00:00Z,21.961904761904762,27.5,16.9,9.4,8,2012
Campina Grande,2012-08-26T00:00:00Z,23.552380952380954,29,17.1,1,8,2012
Campina Grande,2012-09-02T00:00:00Z,23.023809523809522,28.9,17.3,3.5,9,2012
Campina Grande,2012-09-09T00:00:00Z,23.85238095238095,29.4,17.8,2.1,9,2012
Campina Grande,2012-09-16T00:00:00Z,24.076190476190476,29.9,18.5,0.6,9,2012
Campina Grande,2012-09-23T00:00:00Z,24.27777777777778,30.9,18.5,0,9,2012
Campina Grande,2012-09-30T00:00:00Z,24.05238095238095,30.2,18.4,0.4,9,2012
Campina Grande,2012-10-07T00:00:00Z,23.685714285714287,29.3,18.6,8.299999999999999,10,2012
Campina Grande,2012-10-14T00:00:00Z,24.276190476190475,30.2,18.9,1.4,10,2012
Campina Grande,2012-10-21T00:00:00Z,25.095238095238095,32.1,19.3,0,10,2012
Campina Grande,2012-10-28T00:00:00Z,25.804761904761904,32.5,20.1,0.1,10,2012
Campina Grande,2012-11-04T00:00:00Z,24.54285714285714,31.8,19.3,0.5,11,2012
Campina Grande,2012-11-11T00:00:00Z,25.31904761904762,32.1,19.3,0,11,2012
Campina Grande,2012-11-18T00:00:00Z,26.104761904761904,32.4,20.6,0,11,2012
Campina Grande,2012-11-25T00:00:00Z,25.623809523809523,32.1,19.5,0,11,2012
Campina Grande,2012-12-02T00:00:00Z,24.766666666666666,31.3,20.3,7.2,12,2012
Campina Grande,2012-12-09T00:00:00Z,26.233333333333334,32.2,20.5,0,12,2012
Campina Grande,2012-12-16T00:00:00Z,26.347619047619048,33.3,20.6,2,12,2012
Campina Grande,2012-12-23T00:00:00Z,26.45714285714286,32.7,20.3,0,12,2012
Campina Grande,2012-12-30T00:00:00Z,25.733333333333334,31.6,20.6,1.2,12,2012
Campina Grande,2013-01-06T00:00:00Z,25.7,31.4,21.1,23.599999999999998,1,2013
Campina Grande,2013-01-13T00:00:00Z,26.02857142857143,32.5,21.3,2.4,1,2013
Campina Grande,2013-01-20T00:00:00Z,27.123809523809523,32.8,20.8,0,1,2013
Campina Grande,2013-01-27T00:00:00Z,26.757142857142856,32.7,20.8,0,1,2013
Campina Grande,2013-02-03T00:00:00Z,26.895238095238096,32.7,20.5,1.2,2,2013
Campina Grande,2013-02-10T00:00:00Z,26.50952380952381,33.1,20.3,1,2,2013
Campina Grande,2013-02-17T00:00:00Z,25.4,32.9,20.3,27.9,2,2013
Campina Grande,2013-02-24T00:00:00Z,26.566666666666666,32.4,21.3,0.3,2,2013
Campina Grande,2013-03-03T00:00:00Z,26.18095238095238,32.2,21.3,2.2,3,2013
Campina Grande,2013-03-10T00:00:00Z,26.561904761904763,32.7,21.3,9.4,3,2013
Campina Grande,2013-03-17T00:00:00Z,25.904761904761905,33.6,21.5,24.7,3,2013
Campina Grande,2013-03-24T00:00:00Z,27.414285714285715,33.7,21.9,0.1,3,2013
Campina Grande,2013-03-31T00:00:00Z,26.64761904761905,32.7,20.5,5.5,3,2013
Campina Grande,2013-04-07T00:00:00Z,27.504761904761907,33.9,21.6,0,4,2013
Campina Grande,2013-04-14T00:00:00Z,26.728571428571428,34.3,19.3,37.1,4,2013
Campina Grande,2013-04-21T00:00:00Z,24.39047619047619,29.5,20.8,56.4,4,2013
Campina Grande,2013-04-28T00:00:00Z,24.242857142857144,28.5,20.3,24.4,4,2013
Campina Grande,2013-05-05T00:00:00Z,25.242857142857144,29.9,20.7,2.1,5,2013
Campina Grande,2013-05-12T00:00:00Z,24.323809523809523,29.4,20.3,46.4,5,2013
Campina Grande,2013-05-19T00:00:00Z,24.19047619047619,28.9,17.9,6.2,5,2013
Campina Grande,2013-05-26T00:00:00Z,23.97142857142857,28.4,19,5.1000000000000005,5,2013
Campina Grande,2013-06-02T00:00:00Z,23.638095238095236,29.2,19,35.2,6,2013
Campina Grande,2013-06-09T00:00:00Z,22.505555555555556,27.6,19.3,37.8,6,2013
Campina Grande,2013-06-16T00:00:00Z,23.242857142857144,27.9,18.9,33.6,6,2013
Campina Grande,2013-06-23T00:00:00Z,22.752380952380953,26.6,18,14.8,6,2013
Campina Grande,2013-06-30T00:00:00Z,22.357142857142858,26.9,18.6,40.5,6,2013
Campina Grande,2013-07-07T00:00:00Z,22.152380952380952,27.4,16.8,34.300000000000004,7,2013
Campina Grande,2013-07-14T00:00:00Z,21.919047619047618,26.4,17.7,25,7,2013
Campina Grande,2013-07-21T00:00:00Z,22.62857142857143,27.2,18.1,36.5,7,2013
Campina Grande,2013-07-28T00:00:00Z,22.33809523809524,26.9,17.2,11.1,7,2013
Campina Grande,2013-08-04T00:00:00Z,22.676190476190477,27.5,16.8,1.3,8,2013
Campina Grande,2013-08-11T00:00:00Z,23.023809523809526,27.8,18.5,10.4,8,2013
Campina Grande,2013-08-18T00:00:00Z,22.085714285714285,27.6,17.8,30.3,8,2013
Campina Grande,2013-08-25T00:00:00Z,23.19047619047619,28.3,18.5,38.7,8,2013
Campina Grande,2013-09-01T00:00:00Z,22.538095238095238,27.1,18.1,18.9,9,2013
Campina Grande,2013-09-08T00:00:00Z,21.919047619047618,27.1,17,9.3,9,2013
Campina Grande,2013-09-15T00:00:00Z,23.495238095238093,28.5,18.5,5.5,9,2013
Campina Grande,2013-09-22T00:00:00Z,24.33809523809524,29.2,19,0.6,9,2013
Campina Grande,2013-09-29T00:00:00Z,24.090476190476192,29.7,18.8,2.5,9,2013
Campina Grande,2013-10-06T00:00:00Z,24.80952380952381,30.4,19.3,2.2,10,2013
Campina Grande,2013-10-13T00:00:00Z,24.233333333333334,29.9,19.5,9.8,10,2013
Campina Grande,2013-10-20T00:00:00Z,24.561904761904763,31.2,19.8,1.4,10,2013
Campina Grande,2013-10-27T00:00:00Z,24.414285714285715,30,19.1,18.2,10,2013
Campina Grande,2013-11-03T00:00:00Z,24.65714285714286,29.9,19.5,6.8999999999999995,11,2013
Campina Grande,2013-11-10T00:00:00Z,24.61904761904762,30.6,19.4,0.8,11,2013
Campina Grande,2013-11-17T00:00:00Z,24.57777777777778,29.6,19.3,1.7000000000000002,11,2013
Campina Grande,2013-11-24T00:00:00Z,25.347619047619048,31.6,19.6,0,11,2013
Campina Grande,2013-12-01T00:00:00Z,26.022222222222222,32.2,20.3,1.7000000000000002,12,2013
Campina Grande,2013-12-08T00:00:00Z,26.133333333333333,32,19.5,0,12,2013
Campina Grande,2013-12-15T00:00:00Z,24.238095238095237,31.2,20,14,12,2013
Campina Grande,2013-12-22T00:00:00Z,25.366666666666667,31.1,20.6,6,12,2013
Campina Grande,2013-12-29T00:00:00Z,25.923809523809524,32.2,20.3,0,12,2013
Campina Grande,2014-01-05T00:00:00Z,24.733333333333334,30.8,18.1,2.1,1,2014
Campina Grande,2014-01-12T00:00:00Z,25.6,31.6,19.3,9,1,2014
Campina Grande,2014-01-19T00:00:00Z,25.86190476190476,32.2,19.8,0,1,2014
Campina Grande,2014-01-26T00:00:00Z,25.585714285714285,31.2,20.3,4.2,1,2014
Campina Grande,2014-02-02T00:00:00Z,24.123809523809523,29.3,19.9,23.5,2,2014
Campina Grande,2014-02-09T00:00:00Z,25.095238095238095,30.8,20.3,5.3,2,2014
Campina Grande,2014-02-16T00:00:00Z,24.871428571428574,29.8,21.3,11.3,2,2014
Campina Grande,2014-02-23T00:00:00Z,25.042857142857144,30.9,20.3,8.1,2,2014
Campina Grande,2014-03-02T00:00:00Z,25.714285714285715,32.1,21,0,3,2014
Campina Grande,2014-03-09T00:00:00Z,25.038095238095238,32.1,19.5,20,3,2014
Campina Grande,2014-03-16T00:00:00Z,25.752380952380953,30.9,20.8,19.5,3,2014
Campina Grande,2014-03-23T00:00:00Z,25.96666666666667,32.7,20.5,4,3,2014
Campina Grande,2014-03-30T00:00:00Z,26.257142857142856,32.4,20.8,1.5,3,2014
Campina Grande,2014-04-06T00:00:00Z,26.104761904761904,31.5,21.5,22.4,4,2014
Campina Grande,2014-04-13T00:00:00Z,26.347619047619048,32.4,21.3,2.2,4,2014
Campina Grande,2014-04-20T00:00:00Z,26.70952380952381,32.7,21.3,3.5,4,2014
Campina Grande,2014-04-27T00:00:00Z,24.704761904761906,32.2,19.6,46.400000000000006,4,2014
Campina Grande,2014-05-04T00:00:00Z,24.757142857142856,30,20.3,16.1,5,2014
Campina Grande,2014-05-11T00:00:00Z,24.33809523809524,29.4,20.3,41.699999999999996,5,2014
Campina Grande,2014-05-18T00:00:00Z,24.82857142857143,29.6,19.3,7.7,5,2014
Campina Grande,2014-05-25T00:00:00Z,23.476190476190478,30,18.5,28.3,5,2014
Campina Grande,2014-06-01T00:00:00Z,23.866666666666667,28.7,18.8,15.2,6,2014
Campina Grande,2014-06-08T00:00:00Z,22.957142857142856,28.6,18.5,19.599999999999998,6,2014
Campina Grande,2014-06-15T00:00:00Z,23.095238095238095,28.6,17.1,8.7,6,2014
Campina Grande,2014-06-22T00:00:00Z,22.15714285714286,27.6,17.4,57.7,6,2014
Campina Grande,2014-06-29T00:00:00Z,23.14761904761905,27.7,17.1,10.4,6,2014
Campina Grande,2014-07-06T00:00:00Z,22.65714285714286,28.4,16.1,5.9,7,2014
Campina Grande,2014-07-13T00:00:00Z,22.6,28.6,18.6,65.5,7,2014
Campina Grande,2014-07-20T00:00:00Z,22.2,27.3,17.9,16,7,2014
